4.073250061378484	37495	CGC65_RS26690_EB_cell wall-binding repeat-containing protein
2.0197323680797115	18592	CGC65_RS17355_EB_pyruvate:ferredoxin (flavodoxin) oxidoreductase
1.742279890235715	16038	CGC65_RS10570_EB_glycerol kinase GlpK
1.3955186101738368	12846	CGC65_RS12925_EB_substrate-binding domain-containing protein
1.3475021672580003	12404	CGC65_RS26710_EB_cell wall-binding repeat-containing protein
0.9383846920972757	8638	CGC65_RS22020_EB_iron-containing alcohol dehydrogenase
0.8529979859166252	7852	CGC65_RS03940_EB_elongation factor Tu
0.6433334274832214	5922	CGC65_RS06245_EB_pyruvate, phosphate dikinase
0.6401830273824086	5893	CGC65_RS12130_EB_carbon starvation CstA family protein
0.6340994961532529	5837	CGC65_RS25675_EB_hypothetical protein
0.6312749995111449	5811	CGC65_RS10580_EB_NAD(P)/FAD-dependent oxidoreductase
0.6099826402090996	5615	CGC65_RS12110_EB_phosphoenolpyruvate carboxykinase (ATP)
0.5915147775491625	5445	CGC65_RS03935_EB_elongation factor G
0.5462141967891991	5028	CGC65_RS10585_EB_FAD-dependent oxidoreductase
0.5203591890652871	4790	CGC65_RS10410_EB_type I glyceraldehyde-3-phosphate dehydrogenase
0.49732867798348324	4578	CGC65_RS12935_EB_methyl-galactoside ABC transporter permease
0.4874429397361051	4487	CGC65_RS12930_EB_sugar ABC transporter ATP-binding protein
0.47636222214014284	4385	CGC65_RS10575_EB_aquaporin family protein
0.45941524228749464	4229	CGC65_RS30540_EB_bifunctional acetaldehyde-CoA/alcohol dehydrogenase
0.4454013935631894	4100	CGC65_RS26440_EB_hypothetical protein
0.44322870383849094	4080	CGC65_RS26435_EB_hypothetical protein
0.43888332438909394	4040	CGC65_RS00215_EB_thioredoxin-disulfide reductase
0.40966064759189935	3771	CGC65_RS12805_EB_bifunctional 4-hydroxy-3-methylbut-2-enyl diphosphate reductase/30S ribosomal protein S1
0.4094433786194295	3769	CGC65_RS02755_EB_hypothetical protein
0.4068361509497913	3745	CGC65_RS27520_EB_glycine/betaine/sarcosine/D-proline family reductase selenoprotein B
0.40466346122509284	3725	CGC65_RS27525_EB_glycine/sarcosine/betaine reductase component B subunit
0.3902150745558479	3592	CGC65_RS12765_EB_phosphoribosylformylglycinamidine synthase
0.36457733580440577	3356	CGC65_RS17465_EB_elongation factor G
0.35284481129103396	3248	CGC65_RS00225_EB_glycine/sarcosine/betaine reductase complex selenoprotein A
0.32405667243877906	2983	CGC65_RS15635_EB_acetate kinase
0.31069463063188335	2860	CGC65_RS01555_EB_phosphotransferase
0.289619540302308	2666	CGC65_RS23955_EB_glycyl radical protein
0.2885331954399588	2656	CGC65_RS00230_EB_glycine/sarcosine/betaine reductase complex component C subunit beta
0.2736502708257742	2519	CGC65_RS04065_EB_carboxyl transferase domain-containing protein
0.2722380225047202	2506	CGC65_RS08400_EB_GGGtGRT protein
0.25029385628526546	2304	CGC65_RS00220_EB_thioredoxin domain-containing protein
0.2482298010468019	2285	CGC65_RS03255_EB_V-type ATP synthase subunit A
0.23312960746014744	2146	CGC65_RS25980_EB_DNA-directed RNA polymerase subunit alpha
0.2320432625977982	2136	CGC65_RS03025_EB_SIS domain-containing protein
0.22737197968969644	2093	CGC65_RS00235_EB_glycine/sarcosine/betaine reductase complex component C subunit alpha
0.220853910515601	2033	CGC65_RS03230_EB_V-type ATP synthase subunit I
0.220853910515601	2033	CGC65_RS04085_EB_oxaloacetate decarboxylase subunit alpha
0.22052800705689624	2030	CGC65_RS04560_EB_ribonuclease Y
0.2198762001394867	2024	CGC65_RS10605_EB_dihydroxyacetone kinase subunit DhaL
0.21650853106620402	1993	CGC65_RS25540_EB_ABC transporter substrate-binding protein
0.21629126209373417	1991	CGC65_RS11050_EB_DUF3798 domain-containing protein
0.21618262760749926	1990	CGC65_RS07625_EB_ABC transporter substrate-binding protein
0.2149876482589151	1979	CGC65_RS27170_EB_class II fructose-1,6-bisphosphate aldolase
0.21444447582774046	1974	CGC65_RS26025_EB_preprotein translocase subunit SecY
0.21400993788280076	1970	CGC65_RS10565_EB_glycerol-3-phosphate responsive antiterminator
0.21335813096539122	1964	CGC65_RS03910_EB_DNA-directed RNA polymerase subunit beta'
0.21281495853421661	1959	CGC65_RS10600_EB_dihydroxyacetone kinase subunit DhaK
0.21042499983704827	1937	CGC65_RS30090_EB_recombinase family protein
0.207926406653645	1914	CGC65_RS03905_EB_DNA-directed RNA polymerase subunit beta
0.20684006179129577	1904	CGC65_RS01830_EB_glucose-1-phosphate adenylyltransferase
0.20651415833259099	1901	CGC65_RS03260_EB_V-type ATP synthase subunit B
0.20640552384635608	1900	CGC65_RS00255_EB_YedE family putative selenium transporter
0.205101910011537	1888	CGC65_RS02805_EB_RidA family protein
0.20347239271801312	1873	CGC65_RS10590_EB_DUF1667 domain-containing protein
0.20227741336942895	1862	CGC65_RS03925_EB_30S ribosomal protein S12
0.20173424093825434	1857	CGC65_RS00205_EB_glycine/sarcosine/betaine reductase component B subunit
0.2011910685070797	1852	CGC65_RS08385_EB_SpaA isopeptide-forming pilin-related protein
0.19999608915849554	1841	CGC65_RS08375_EB_NADPH-dependent glutamate synthase
0.19760613046132722	1819	CGC65_RS08395_EB_nitrogen-fixing protein NifU
0.193586654470635	1782	CGC65_RS25900_EB_ribosome-associated translation inhibitor RaiA
0.18913264053500312	1741	CGC65_RS08160_EB_extracellular solute-binding protein
0.18261457136090767	1681	CGC65_RS15630_EB_DUF177 domain-containing protein
0.1801159781775044	1658	CGC65_RS30165_EB_hypothetical protein
0.17957280574632978	1653	CGC65_RS26740_EB_50S ribosomal protein L10
0.1787037298564504	1645	CGC65_RS07230_EB_chaperonin GroEL
0.1782691919115107	1641	CGC65_RS16610_EB_phosphoribosylaminoimidazolecarboxamide formyltransferase
0.177834653966571	1637	CGC65_RS07810_EB_substrate-binding domain-containing protein
0.17761738499410115	1635	CGC65_RS01835_EB_glucose-1-phosphate adenylyltransferase subunit GlgD
0.17609650218681222	1621	CGC65_RS25895_EB_preprotein translocase subunit SecA
0.1742497159208185	1604	CGC65_RS13345_EB_phosphoribosylaminoimidazolesuccinocarboxamide synthase
0.17305473657223433	1593	CGC65_RS21655_EB_xanthine dehydrogenase molybdenum-binding subunit XdhA
0.17088204684753586	1573	CGC65_RS21410_EB_sugar ABC transporter substrate-binding protein
0.1693611640402469	1559	CGC65_RS26110_EB_50S ribosomal protein L2
0.1657762259944944	1526	CGC65_RS07035_EB_fructose-specific PTS transporter subunit EIIC
0.16458124664591023	1515	CGC65_RS06615_EB_IS110 family transposase
0.1630603638386213	1501	CGC65_RS15640_EB_phosphate acetyltransferase
0.15817181195804972	1456	CGC65_RS12310_EB_fructose bisphosphate aldolase
0.15708546709570045	1446	CGC65_RS13370_EB_adenylosuccinate synthase
0.1558904877471163	1435	CGC65_RS18840_EB_hypothetical protein
0.1558904877471163	1435	CGC65_RS16545_EB_translation elongation factor Ts
0.1527400876463035	1406	CGC65_RS18720_EB_double-cubane-cluster-containing anaerobic reductase
0.15230554970136378	1402	CGC65_RS03245_EB_V-type ATPase subunit
0.1518710117564241	1398	CGC65_RS25985_EB_30S ribosomal protein S4
0.15111057035277964	1391	CGC65_RS00210_EB_glycine reductase complex selenoprotein B
0.14991559100419546	1380	CGC65_RS07290_EB_YdjY domain-containing protein
0.14948105305925577	1376	CGC65_RS03165_EB_single-stranded DNA-binding protein
0.14882924614184623	1370	CGC65_RS26745_EB_50S ribosomal protein L1
0.14752563230702714	1358	CGC65_RS12950_EB_trigger factor
0.14633065295844297	1347	CGC65_RS05390_EB_2-hydroxyacyl-CoA dehydratase
0.14220254248151584	1309	CGC65_RS27515_EB_BCCT family transporter
0.14220254248151584	1309	CGC65_RS03000_EB_extracellular solute-binding protein
0.13774852854588396	1268	CGC65_RS02690_EB_sodium:alanine symporter family protein
0.13763989405964902	1267	CGC65_RS21890_EB_recombinase family protein
0.13742262508717917	1265	CGC65_RS26125_EB_50S ribosomal protein L3
0.13698808714223948	1261	CGC65_RS16550_EB_30S ribosomal protein S2
0.13470676293130607	1240	CGC65_RS25990_EB_30S ribosomal protein S11
